,Lat,Long,Time 
64573,47.1519317,5.9389689,1544276232.0
64574,47.1539576,5.942547,1544276248.0
64575,47.1562228,5.9454436,1544276263.0
64576,47.1566956,5.945996,1544276266.0
64577,47.1580799,5.9481108,1544276276.0
64578,47.158203,5.9483134,1544276277.0
64579,47.1590544,5.9505136,1544276292.0
64580,47.1590495,5.9505282,1544276308.0
64581,47.1590466,5.9505256,1544276323.0
64582,47.1590442,5.9505269,1544276327.0
64583,47.1590396,5.9505333,1544276336.0
64584,47.1590469,5.9506291,1544276351.0
64585,47.1598442,5.9522563,1544276367.0
64586,47.1607196,5.9522349,1544276383.0
64587,47.1623884,5.9537604,1544276396.0
64588,47.1625358,5.9539162,1544276397.0
64589,47.1653448,5.9558514,1544276412.0
64590,47.1674569,5.9582404,1544276427.0
64591,47.1692758,5.9616536,1544276442.0
64592,47.170064,5.9625416,1544276447.0
64593,47.1719515,5.9634316,1544276457.0
64594,47.1749299,5.9638839,1544276472.0
64595,47.1770348,5.964685,1544276488.0
64596,47.1787504,5.9626298,1544276503.0
64597,47.1789854,5.9617823,1544276507.0
64598,47.1807268,5.962011,1544276517.0
64599,47.180857,5.9622158,1544276518.0
64600,47.1809592,5.9624034,1544276519.0
64601,47.181044,5.9625548,1544276520.0
64602,47.1811511,5.9627072,1544276521.0
64603,47.1847122,5.9631271,1544276551.0
64604,47.1859508,5.9648818,1544276566.0
64605,47.1865097,5.9652972,1544276571.0
64606,47.1873668,5.9657494,1544276578.0
64607,47.1874857,5.9658448,1544276579.0
64608,47.1894335,5.9663189,1544276594.0
64609,47.1919058,5.966251,1544276610.0
64610,47.1943473,5.9660255,1544276625.0
64611,47.194869,5.9664878,1544276629.0
64612,47.1956641,5.9680408,1544276638.0
64613,47.1957772,5.9681537,1544276639.0
64614,47.1974918,5.970511,1544276655.0
64615,47.1981369,5.9741727,1544276671.0
64616,47.1980246,5.9777251,1544276686.0
64617,47.1980106,5.9783532,1544276689.0
64618,47.1976937,5.9804147,1544276699.0
64619,47.1976372,5.9806398,1544276700.0
64620,47.1971951,5.9841488,1544276716.0
64621,47.197718,5.9875506,1544276732.0
64622,47.1992356,5.9904862,1544276748.0
64623,47.2000962,5.9920726,1544276756.0
64624,47.2005057,5.9927843,1544276760.0
64625,47.2006088,5.9929841,1544276761.0
64626,47.2024086,5.9956,1544276777.0
64627,47.2041232,5.9976429,1544276793.0
64628,47.2058446,5.9985999,1544276808.0
64629,47.2061894,5.9987851,1544276811.0
64630,47.2072402,5.9993485,1544276820.0
64631,47.2089471,6.000284,1544276835.0
64632,47.2101379,6.0005766,1544276851.0
64633,47.2106011,5.9996502,1544276866.0
64634,47.2108191,5.9995155,1544276870.0
64635,47.2109131,5.9984774,1544276881.0
64636,47.2109611,5.9983806,1544276882.0
64637,47.2116834,5.9961956,1544276897.0
64638,47.2119133,5.9926545,1544276913.0
64639,47.212772,5.989435,1544276928.0
64640,47.2132659,5.9886918,1544276932.0
64641,47.214814,5.9875123,1544276942.0
64642,47.2170537,5.9857562,1544276957.0
64643,47.2185708,5.9831486,1544276973.0
64644,47.2206278,5.9810046,1544276989.0
64645,47.2217376,5.9800148,1544276998.0
64646,47.2223469,5.9795763,1544277003.0
64647,47.2224736,5.9795001,1544277004.0
64648,47.2236171,5.9790066,1544277019.0
64649,47.2243971,5.9789925,1544277035.0
64650,47.2263344,5.9793941,1544277050.0
64651,47.2268578,5.9795357,1544277054.0
64652,47.2277629,5.9802918,1544277064.0
64653,47.226884,5.9795253,1544277080.0
64654,47.2261647,5.9768998,1544277095.0
64655,47.2254455,5.9740951,1544277111.0
64656,47.2253069,5.9735685,1544277114.0
64657,47.224824,5.9715832,1544277124.0
64658,47.2247678,5.9713803,1544277125.0
64659,47.2240061,5.9680453,1544277141.0
64660,47.2240404,5.9661193,1544277156.0
64661,47.2251524,5.9656114,1544277172.0
64662,47.2252168,5.9656127,1544277175.0
64663,47.2252554,5.965614,1544277185.0
64664,47.2253036,5.9656181,1544277186.0
64665,47.2255519,5.9653513,1544277202.0
64666,47.2251617,5.9648469,1544277218.0
64667,47.2248723,5.9648834,1544277234.0
64668,47.2248485,5.9649062,1544277239.0
64669,47.224854,5.9649018,1544277246.0
64670,47.2248555,5.9649001,1544277247.0
64671,47.2248217,5.9647624,1544277263.0
64672,47.2246169,5.9647607,1544277279.0
64673,47.2246221,5.9647574,1544277297.0
64674,47.2246238,5.9647519,1544277307.0
64675,47.2246236,5.9647521,1544277308.0
64676,47.2246198,5.9647456,1544277323.0
64677,47.224666,5.9647371,1544277339.0
64678,47.2251012,5.9648821,1544277354.0
64679,47.2253493,5.964865,1544277358.0
64680,47.2254725,5.9651063,1544277368.0
64681,47.2254716,5.9651075,1544277369.0
64682,47.2254714,5.9651084,1544277370.0
64683,47.2255086,5.9654823,1544277385.0
64684,47.2268893,5.9656993,1544277401.0
64685,47.2270616,5.9646702,1544277416.0
64686,47.2270621,5.9642714,1544277420.0
64687,47.2273631,5.9635499,1544277428.0
64688,47.2274384,5.9635078,1544277429.0
64689,47.2277928,5.9637176,1544277445.0
64690,47.2275628,5.9637601,1544277461.0
64691,47.2273162,5.9641477,1544277476.0
64692,47.2273729,5.96412,1544277483.0
64693,47.2273569,5.9641466,1544277489.0
64694,47.2253552,5.9691,1544285068.007
64695,47.2274115,5.9641831,1544285084.0
64696,47.2273916,5.9641574,1544285100.0
64697,47.2273739,5.9641626,1544285116.0
64698,47.2273885,5.9641764,1544285132.0
64699,47.227384,5.9641783,1544285148.0
64700,47.2273548,5.9642547,1544285159.021
64701,47.2273548,5.9642547,1544285159.829
64702,47.2274676,5.9651339,1544285173.324
64703,47.2279108,5.9637373,1544285219.0
64704,47.2279021,5.9635532,1544285234.0
