"App name","Date","Time","Duration"
"Screen on (locked)","11/25/19","08:47:40","0:00:50"
"Notification posted (SMS/MMS)","11/25/19","08:47:39","0:00:00"
"Screen off (locked)","11/25/19","08:46:37","0:01:02"
"Screen on (locked)","11/25/19","08:46:36","0:00:01"
"Screen off","11/25/19","08:40:15","0:06:21"
"SMS/MMS","11/25/19","08:40:13","0:00:02"
"Slack","11/25/19","08:40:12","0:00:01"
"Slack","11/25/19","08:40:10","0:00:01"
"SMS/MMS","11/25/19","08:40:09","0:00:01"
"Screen on (unlocked)","11/25/19","08:40:08","0:00:00"
"Notification posted (Système Android)","11/25/19","08:40:08","0:00:00"
"Screen on (locked)","11/25/19","08:40:07","0:00:02"
"Screen off","11/25/19","08:37:45","0:02:22"
"SMS/MMS","11/25/19","08:37:44","0:00:01"
"Screen on (unlocked)","11/25/19","08:37:43","0:00:01"
"Screen off","11/25/19","08:37:17","0:00:27"
"SMS/MMS","11/25/19","08:35:43","0:01:34"
"Notification posted (Système Android)","11/25/19","08:35:42","0:00:00"
"Screen on (unlocked)","11/25/19","08:35:42","0:00:00"
"Screen on (locked)","11/25/19","08:35:41","0:00:01"
"Screen off","11/25/19","08:32:08","0:03:33"
"Notification posted (Slack)","11/25/19","08:31:51","0:00:00"
"SMS/MMS","11/25/19","08:31:19","0:00:49"
"Screen on (unlocked)","11/25/19","08:31:18","0:00:01"
"Screen off","11/25/19","08:31:16","0:00:03"
"SMS/MMS","11/25/19","08:30:52","0:00:24"
"Notification posted (SMS/MMS)","11/25/19","08:28:55","0:00:00"
"Boost","11/25/19","08:28:29","0:02:23"
"Screen on (unlocked)","11/25/19","08:28:29","0:00:00"
"Notification posted (Système Android)","11/25/19","08:28:29","0:00:00"
"Screen on (locked)","11/25/19","08:28:24","0:00:05"
"Notification posted (Messenger)","11/25/19","08:24:48","0:00:00"
"Notification posted (Facebook)","11/25/19","08:22:52","0:00:00"
"Screen off","11/25/19","08:21:19","0:07:05"
"Boost","11/25/19","08:21:12","0:00:07"
"Screen on (unlocked)","11/25/19","08:21:11","0:00:01"
"Screen off","11/25/19","08:20:56","0:00:15"
"Boost","11/25/19","08:20:28","0:00:28"
"Notification posted (Système Android)","11/25/19","08:20:27","0:00:00"
"Screen on (unlocked)","11/25/19","08:20:27","0:00:01"
"Screen on (locked)","11/25/19","08:20:25","0:00:02"
"Screen off (locked)","11/25/19","08:19:45","0:00:40"
"Screen on (locked)","11/25/19","08:19:44","0:00:01"
"Screen off (locked)","11/25/19","08:11:10","0:08:34"
"Screen on (locked)","11/25/19","08:11:09","0:00:01"
"Screen off","11/25/19","08:09:27","0:01:42"
"Slack","11/25/19","08:05:44","0:03:43"
"YouTube","11/25/19","08:05:41","0:00:03"
"Slack","11/25/19","08:05:31","0:00:10"
"YouTube","11/25/19","08:05:30","0:00:01"
"Slack","11/25/19","08:05:17","0:00:12"
"Notification posted (Messenger)","11/25/19","08:04:51","0:00:00"
"Notification posted (Slack)","11/25/19","08:04:33","0:00:00"
"YouTube","11/25/19","08:02:46","0:02:31"
"Slack","11/25/19","08:02:00","0:00:46"
"YouTube","11/25/19","08:01:58","0:00:02"
"Notification posted (Slack)","11/25/19","08:01:56","0:00:00"
"Slack","11/25/19","08:01:55","0:00:03"
"Notification posted (Messenger)","11/25/19","08:01:33","0:00:00"
"Notification posted (Slack)","11/25/19","08:01:08","0:00:00"
"YouTube","11/25/19","08:00:49","0:01:04"
"Screen on (unlocked)","11/25/19","08:00:48","0:00:01"
"Screen off","11/25/19","08:00:46","0:00:02"
"Notification posted (Messenger)","11/25/19","08:00:12","0:00:00"
"YouTube","11/25/19","07:58:54","0:01:53"
"SMS/MMS","11/25/19","07:58:15","0:00:37"
"Screen on (unlocked)","11/25/19","07:58:14","0:00:01"
"Screen off","11/25/19","07:57:50","0:00:24"
"SMS/MMS","11/25/19","07:57:35","0:00:15"
"Screen on (unlocked)","11/25/19","07:57:34","0:00:01"
"Notification posted (Messenger)","11/25/19","07:57:08","0:00:00"
"Screen off","11/25/19","07:57:08","0:00:26"
"Notification posted (Messenger)","11/25/19","07:57:03","0:00:00"
"Notification posted (Système Android)","11/25/19","07:56:35","0:00:00"
"SMS/MMS","11/25/19","07:55:58","0:01:10"
"Notification posted (Système Android)","11/25/19","07:55:58","0:00:00"
"Programme d'installation du kit","11/25/19","07:55:57","0:00:01"
"SMS/MMS","11/25/19","07:55:50","0:00:07"
"Chrome","11/25/19","07:54:53","0:00:56"
"YouTube","11/25/19","07:54:43","0:00:10"
"Chrome","11/25/19","07:54:18","0:00:25"
"Notification posted (Messenger)","11/25/19","07:50:25","0:00:00"
"Notification posted (Système Android)","11/25/19","07:50:25","0:00:00"
"Notification posted (Messenger)","11/25/19","07:50:24","0:00:00"
"YouTube","11/25/19","07:49:52","0:04:25"
"Chrome","11/25/19","07:42:23","0:07:30"
"YouTube","11/25/19","07:42:20","0:00:03"
"Chrome","11/25/19","07:42:07","0:00:13"
"YouTube","11/25/19","07:41:59","0:00:07"
"Chrome","11/25/19","07:41:58","0:00:01"
"YouTube","11/25/19","07:37:26","0:04:31"
"Boost","11/25/19","07:33:14","0:04:13"
"Instagram","11/25/19","07:32:52","0:00:21"
"L'interface","11/25/19","07:32:50","0:00:01"
"YouTube","11/25/19","07:27:33","0:05:14"
"Notification posted (Messenger)","11/25/19","07:27:28","0:00:00"
"Messenger","11/25/19","07:27:26","0:00:04"
"WEBTOON","11/25/19","07:13:37","0:13:47"
"SMS/MMS","11/25/19","07:12:20","0:01:18"
"WEBTOON","11/25/19","07:12:18","0:00:01"
"SMS/MMS","11/25/19","07:12:12","0:00:06"
"WEBTOON","11/25/19","07:10:40","0:01:32"
"I Can't Wake Up! Alarm Clock","11/25/19","07:10:00","0:00:37"
"Notification posted (I Can't Wake Up! Alarm Clock)","11/25/19","07:10:00","0:00:00"
"WEBTOON","11/25/19","07:07:42","0:02:18"
"Notification posted (Messenger)","11/25/19","07:07:02","0:00:00"
"Messenger","11/25/19","07:07:02","0:00:40"
"WEBTOON","11/25/19","07:06:58","0:00:03"
"Notification posted (BlackPlayer)","11/25/19","07:06:57","0:00:00"
"WEBTOON","11/25/19","07:06:50","0:00:06"
"Chrome","11/25/19","07:01:25","0:05:25"
"Chrome","11/25/19","07:00:56","0:00:28"
"Notification posted (Chrome)","11/25/19","07:00:55","0:00:00"
"Chrome","11/25/19","06:59:06","0:01:48"
"Notification posted (Chrome)","11/25/19","06:59:06","0:00:00"
"Chrome","11/25/19","06:56:06","0:03:00"
"Maps","11/25/19","06:55:48","0:00:17"
"Google","11/25/19","06:55:47","0:00:01"
"Maps","11/25/19","06:55:36","0:00:11"
"Maps","11/25/19","06:55:05","0:00:30"
"Notification posted (Chrome)","11/25/19","06:52:51","0:00:00"
"Chrome","11/25/19","06:51:51","0:03:13"
"Chrome","11/25/19","06:51:49","0:00:01"
"Notification posted (Chrome)","11/25/19","06:51:49","0:00:00"
"Chrome","11/25/19","06:51:01","0:00:48"
"Chrome","11/25/19","06:50:52","0:00:08"
"Notification posted (Chrome)","11/25/19","06:50:52","0:00:00"
"Chrome","11/25/19","06:50:15","0:00:36"
"Chrome","11/25/19","06:50:05","0:00:09"
"Notification posted (Chrome)","11/25/19","06:50:05","0:00:00"
"Chrome","11/25/19","06:49:46","0:00:17"
"Maps","11/25/19","06:49:36","0:00:09"
"Chrome","11/25/19","06:49:27","0:00:08"
"Notification posted (Chrome)","11/25/19","06:49:27","0:00:00"
"Notification posted (Chrome)","11/25/19","06:48:40","0:00:00"
"Notification posted (Chrome)","11/25/19","06:48:31","0:00:00"
"Chrome","11/25/19","06:47:26","0:01:59"
"Notification posted (Chrome)","11/25/19","06:47:25","0:00:00"
"Chrome","11/25/19","06:47:14","0:00:10"
"Notification posted (Système Android)","11/25/19","06:47:14","0:00:00"
"Screen on (unlocked)","11/25/19","06:47:14","0:00:00"
"Screen on (locked)","11/25/19","06:47:13","0:00:02"
"Screen off","11/25/19","06:44:39","0:02:34"
"Chrome","11/25/19","06:44:23","0:00:16"
"Notification posted (Chrome)","11/25/19","06:44:23","0:00:00"
"Chrome","11/25/19","06:43:46","0:00:37"
"Notification posted (Chrome)","11/25/19","06:43:46","0:00:00"
"Notification posted (Chrome)","11/25/19","06:43:13","0:00:00"
"Chrome","11/25/19","06:43:05","0:00:40"
"Chrome","11/25/19","06:43:02","0:00:02"
"Notification posted (Chrome)","11/25/19","06:43:02","0:00:00"
"Chrome","11/25/19","06:42:12","0:00:49"
"Notification posted (Chrome)","11/25/19","06:42:12","0:00:00"
"Notification posted (Chrome)","11/25/19","06:41:11","0:00:00"
"Notification posted (Chrome)","11/25/19","06:40:57","0:00:00"
"Chrome","11/25/19","06:40:45","0:01:25"
"Maps","11/25/19","06:40:28","0:00:16"
"Notification posted (Chrome)","11/25/19","06:39:40","0:00:00"
"Chrome","11/25/19","06:39:20","0:01:07"
"Notification posted (Chrome)","11/25/19","06:39:19","0:00:00"
"Notification posted (Chrome)","11/25/19","06:39:13","0:00:00"
"Chrome","11/25/19","06:39:13","0:00:07"
"Notification posted (Chrome)","11/25/19","06:35:48","0:00:00"
"Chrome","11/25/19","06:35:46","0:03:25"
"I Can't Wake Up! Alarm Clock","11/25/19","06:35:44","0:00:02"
"Screen on (unlocked)","11/25/19","06:35:43","0:00:00"
"Notification posted (Système Android)","11/25/19","06:35:43","0:00:00"
"Notification posted (Système Android)","11/25/19","06:35:43","0:00:00"
"Screen on (locked)","11/25/19","06:35:42","0:00:01"
"Screen off","11/25/19","06:33:51","0:01:52"
"I Can't Wake Up! Alarm Clock","11/25/19","06:33:43","0:00:08"
"Screen on (unlocked)","11/25/19","06:33:40","0:00:00"
"Notification posted (Système Android)","11/25/19","06:33:40","0:00:00"
"Notification posted (Système Android)","11/25/19","06:33:40","0:00:00"
"Screen on (locked)","11/25/19","06:33:38","0:00:02"
"Screen off","11/25/19","06:30:12","0:03:27"
"Notification posted (Chrome)","11/25/19","06:28:31","0:00:00"
"Chrome","11/25/19","06:28:30","0:01:42"
"YouTube","11/25/19","06:28:27","0:00:01"
"Screen on (unlocked)","11/25/19","06:28:27","0:00:00"
"Notification posted (Système Android)","11/25/19","06:28:27","0:00:00"
"Notification posted (Système Android)","11/25/19","06:28:27","0:00:00"
"Screen on (locked)","11/25/19","06:28:09","0:00:18"
"Screen off","11/25/19","06:26:31","0:01:37"
"YouTube","11/25/19","06:25:29","0:01:02"
"Screen on (unlocked)","11/25/19","06:25:28","0:00:01"
"Notification posted (Système Android)","11/25/19","06:25:28","0:00:00"
"Notification posted (Système Android)","11/25/19","06:25:28","0:00:00"
"Screen on (locked)","11/25/19","06:25:19","0:00:09"
"Screen off (locked)","11/25/19","06:22:15","0:03:04"
"Screen on (locked)","11/25/19","06:22:14","0:00:01"
"Screen off (locked)","11/25/19","06:20:08","0:02:06"
"Screen on (locked)","11/25/19","06:19:58","0:00:10"
"Screen off (locked)","11/25/19","06:19:41","0:00:16"
"Screen on (locked)","11/25/19","06:19:39","0:00:03"
"Notification posted (App Usage)","11/25/19","05:00:41","0:00:00"
"Notification posted (WEBTOON)","11/25/19","03:21:15","0:00:00"
"Notification posted (Google)","11/25/19","02:00:38","0:00:00"
"Screen off","11/25/19","00:24:05","5:55:34"
"Notification posted (Messenger)","11/25/19","00:05:27","0:00:00"
"Notification posted (Messenger)","11/25/19","00:04:22","0:00:00"
"Notification posted (Messenger)","11/25/19","00:04:22","0:00:00"
"YouTube","11/25/19","00:00:20","0:23:45"
"I Can't Wake Up! Alarm Clock","11/25/19","00:00:17","0:00:03"
"Chrome","11/25/19","00:00:06","0:00:10"
"Notification posted (Chrome)","11/25/19","00:00:05","0:00:00"
"I Can't Wake Up! Alarm Clock","11/25/19","00:00:03","0:00:01"
"Chrome","11/25/19","00:00:00","0:00:02"
"Chrome","11/24/19","23:59:58","0:00:02"
"Notification posted (Chrome)","11/24/19","23:59:57","0:00:00"
"YouTube","11/24/19","23:59:52","0:00:03"
"Chrome","11/24/19","23:59:47","0:00:05"
"Notification posted (Chrome)","11/24/19","23:59:46","0:00:00"
"YouTube","11/24/19","23:59:46","0:00:01"
"Notification posted (Chrome)","11/24/19","23:59:42","0:00:00"
"Chrome","11/24/19","23:59:42","0:00:04"
"I Can't Wake Up! Alarm Clock","11/24/19","23:59:35","0:00:06"
"YouTube","11/24/19","23:57:53","0:01:42"
"I Can't Wake Up! Alarm Clock","11/24/19","23:57:52","0:00:01"
"YouTube","11/24/19","23:52:33","0:05:17"
"Notification posted (Chrome)","11/24/19","23:52:19","0:00:00"
"Chrome","11/24/19","23:52:17","0:00:16"
"YouTube","11/24/19","23:51:15","0:01:01"
"Boost","11/24/19","23:51:02","0:00:13"
"Boost","11/24/19","23:51:00","0:00:01"
"Chrome","11/24/19","23:50:55","0:00:05"
"Notification posted (Messenger)","11/24/19","23:50:23","0:00:00"
"Messenger","11/24/19","23:50:22","0:00:32"
"Chrome","11/24/19","23:50:15","0:00:07"
"Boost","11/24/19","23:49:58","0:00:17"
"Chrome","11/24/19","23:49:47","0:00:10"
"Boost","11/24/19","23:49:42","0:00:05"
"Chrome","11/24/19","23:49:40","0:00:02"
"Boost","11/24/19","23:49:35","0:00:04"
"Chrome","11/24/19","23:49:30","0:00:06"
"Boost","11/24/19","23:49:27","0:00:03"
"YouTube","11/24/19","23:49:25","0:00:01"
"Boost","11/24/19","23:48:59","0:00:26"
"YouTube","11/24/19","23:48:58","0:00:01"
"Boost","11/24/19","23:47:16","0:01:42"
"YouTube","11/24/19","23:47:04","0:00:12"
"Boost","11/24/19","23:45:43","0:01:21"
"Boost","11/24/19","23:44:44","0:00:04"
"Chrome","11/24/19","23:44:33","0:00:09"
"Calculatrice","11/24/19","23:44:26","0:00:04"
"Bankin'","11/24/19","23:44:09","0:00:16"
"Chrome","11/24/19","23:43:57","0:00:10"
"YouTube","11/24/19","23:39:08","0:04:47"
"Chrome","11/24/19","23:38:28","0:00:40"
"Boost","11/24/19","23:37:28","0:01:00"
"Chrome","11/24/19","23:37:25","0:00:03"
"YouTube","11/24/19","23:37:20","0:00:04"
"Chrome","11/24/19","23:37:03","0:00:18"
"YouTube","11/24/19","23:23:06","0:13:55"
"Discord","11/24/19","23:22:54","0:00:12"
"Notification posted (Discord)","11/24/19","23:22:09","0:00:00"
"Notification posted (Système Android)","11/24/19","23:17:56","0:00:00"
"YouTube","11/24/19","23:17:24","0:05:27"
"I Can't Wake Up! Alarm Clock","11/24/19","23:17:23","0:00:01"
"Chrome","11/24/19","23:16:12","0:01:08"
"Notification posted (Chrome)","11/24/19","23:16:12","0:00:00"
"YouTube","11/24/19","23:16:06","0:00:06"
"Chrome","11/24/19","23:15:54","0:00:12"
"Notification posted (Chrome)","11/24/19","23:15:54","0:00:00"
"YouTube","11/24/19","23:15:47","0:00:06"
"I Can't Wake Up! Alarm Clock","11/24/19","23:15:43","0:00:04"
"YouTube","11/24/19","23:14:58","0:00:44"
"Instagram","11/24/19","23:14:06","0:00:51"
"Gmail","11/24/19","23:14:04","0:00:01"
"Gmail","11/24/19","23:14:00","0:00:01"
"Screen on (unlocked)","11/24/19","23:13:58","0:00:00"
"Screen on (locked)","11/24/19","23:13:55","0:00:03"
"Screen off","11/24/19","23:10:29","0:03:26"
"Notification posted (BlackPlayer)","11/24/19","23:10:27","0:00:00"
"Chrome","11/24/19","23:10:22","0:00:01"
"Screen on (unlocked)","11/24/19","23:10:22","0:00:00"
"Notification posted (Chrome)","11/24/19","23:10:22","0:00:00"
"Screen on (locked)","11/24/19","23:10:20","0:00:01"
"Screen off (locked)","11/24/19","22:57:43","0:12:37"
"Screen on (locked)","11/24/19","22:57:40","0:00:03"
"Screen off","11/24/19","22:54:47","0:02:53"
"Chrome","11/24/19","22:54:44","0:00:03"
"Notification posted (Chrome)","11/24/19","22:54:44","0:00:00"
"Chrome","11/24/19","22:54:38","0:00:04"
"Screen on (unlocked)","11/24/19","22:54:38","0:00:01"
"Notification posted (Système Android)","11/24/19","22:54:38","0:00:00"
"Notification posted (Chrome)","11/24/19","22:54:37","0:00:00"
"Screen on (locked)","11/24/19","22:54:37","0:00:01"
"Screen off","11/24/19","22:50:47","0:03:50"
"Chrome","11/24/19","22:49:57","0:00:50"
"Notification posted (Messenger)","11/24/19","22:49:57","0:00:00"
"Notification posted (Chrome)","11/24/19","22:49:57","0:00:00"
"Discord","11/24/19","22:49:12","0:00:44"
"Screen on (unlocked)","11/24/19","22:49:11","0:00:00"
"Notification posted (Système Android)","11/24/19","22:49:11","0:00:00"
"Screen on (locked)","11/24/19","22:49:10","0:00:02"
"Notification posted (Messenger)","11/24/19","22:44:19","0:00:00"
"Screen off","11/24/19","22:29:22","0:19:47"
"Discord","11/24/19","22:29:21","0:00:02"
"YouTube","11/24/19","22:29:19","0:00:01"
"Screen on (unlocked)","11/24/19","22:29:19","0:00:01"
"Notification posted (Système Android)","11/24/19","22:29:19","0:00:00"
"Screen on (locked)","11/24/19","22:29:17","0:00:02"
"Screen off","11/24/19","22:13:34","0:15:43"
"YouTube","11/24/19","22:08:46","0:04:48"
"Screen on (unlocked)","11/24/19","22:08:42","0:00:01"
"Screen off","11/24/19","22:08:37","0:00:05"
"Instagram","11/24/19","22:08:33","0:00:01"
"Screen on (unlocked)","11/24/19","22:08:33","0:00:01"
"Screen off","11/24/19","22:08:22","0:00:11"
"Instagram","11/24/19","22:05:47","0:02:35"
"Notification posted (Discord)","11/24/19","22:05:47","0:00:00"
"L'interface","11/24/19","22:05:46","0:00:01"
"I Can't Wake Up! Alarm Clock","11/24/19","22:05:42","0:00:01"
"I Can't Wake Up! Alarm Clock","11/24/19","22:05:30","0:00:09"
"YouTube","11/24/19","22:04:53","0:00:36"
"Gmail","11/24/19","22:04:45","0:00:07"
"Chrome","11/24/19","22:04:39","0:00:04"
"Screen on (unlocked)","11/24/19","22:04:39","0:00:00"
"Notification posted (Système Android)","11/24/19","22:04:39","0:00:00"
"Notification posted (Chrome)","11/24/19","22:04:39","0:00:00"
"Screen on (locked)","11/24/19","22:04:37","0:00:02"
"Screen off (locked)","11/24/19","21:49:02","0:15:34"
"Screen on (locked)","11/24/19","21:49:01","0:00:01"
"Screen off","11/24/19","21:46:10","0:02:51"
"Notification posted (Chrome)","11/24/19","21:46:08","0:00:00"
"Chrome","11/24/19","21:46:08","0:00:02"
"Screen on (unlocked)","11/24/19","21:46:07","0:00:00"
"Notification posted (Système Android)","11/24/19","21:46:07","0:00:00"
"Screen on (locked)","11/24/19","21:46:06","0:00:01"
"Notification posted (Messenger)","11/24/19","21:45:53","0:00:00"
"Screen off","11/24/19","21:38:58","0:07:08"
"Screen on (unlocked)","11/24/19","21:38:51","0:00:01"
"Screen off","11/24/19","21:38:29","0:00:22"
"SMS/MMS","11/24/19","21:37:18","0:01:09"
"Screen on (unlocked)","11/24/19","21:37:18","0:00:01"
"Screen off","11/24/19","21:36:59","0:00:19"
"SMS/MMS","11/24/19","21:36:39","0:00:20"
"Notification posted (Système Android)","11/24/19","21:36:39","0:00:00"
"Screen on (unlocked)","11/24/19","21:36:39","0:00:00"
"Screen on (locked)","11/24/19","21:36:38","0:00:02"
"Screen off","11/24/19","21:34:43","0:01:54"
"SMS/MMS","11/24/19","21:34:40","0:00:04"
"Téléphone","11/24/19","21:34:36","0:00:02"
"Screen on (unlocked)","11/24/19","21:34:35","0:00:01"
"Screen off","11/24/19","21:32:54","0:01:41"
"Notification posted (Téléphone)","11/24/19","21:32:53","0:00:00"
"Téléphone","11/24/19","21:32:52","0:00:02"
"SMS/MMS","11/24/19","21:32:51","0:00:01"
"Screen on (unlocked)","11/24/19","21:32:50","0:00:01"
"Screen off","11/24/19","21:32:48","0:00:02"
"SMS/MMS","11/24/19","21:32:42","0:00:06"
"Horloge","11/24/19","21:32:37","0:00:05"
"Screen on (unlocked)","11/24/19","21:32:36","0:00:01"
"Notification posted (Système Android)","11/24/19","21:32:36","0:00:00"
"Screen on (locked)","11/24/19","21:32:29","0:00:07"
"Notification posted (Système Android)","11/24/19","21:22:51","0:00:00"
"Notification posted (SMS/MMS)","11/24/19","21:06:40","0:00:00"
"Notification posted (Messenger)","11/24/19","20:58:24","0:00:00"
"Screen off (locked)","11/24/19","20:58:06","0:34:23"
"Screen on (locked)","11/24/19","20:58:06","0:00:01"
"Screen off (locked)","11/24/19","20:53:06","0:04:59"
"Screen on (locked)","11/24/19","20:52:56","0:00:10"
"Notification posted (Messenger)","11/24/19","20:42:58","0:00:00"
"Screen off (locked)","11/24/19","20:33:47","0:19:08"
"Screen on (locked)","11/24/19","20:33:46","0:00:01"
"Screen off","11/24/19","20:22:17","0:11:29"
"Horloge","11/24/19","20:22:15","0:00:02"
"Screen on (unlocked)","11/24/19","20:22:15","0:00:01"
"Notification posted (Système Android)","11/24/19","20:22:15","0:00:00"
"Screen on (locked)","11/24/19","20:22:13","0:00:02"
"Notification posted (Messenger)","11/24/19","20:16:50","0:00:00"
"Screen off (locked)","11/24/19","20:16:39","0:05:34"
"Screen on (locked)","11/24/19","20:16:38","0:00:01"
"Notification posted (YouTube)","11/24/19","20:12:37","0:00:00"
"Notification posted (Messenger)","11/24/19","20:10:02","0:00:00"
"Screen off (locked)","11/24/19","19:58:58","0:17:39"
"Screen on (locked)","11/24/19","19:58:56","0:00:03"
"Screen off","11/24/19","19:45:58","0:12:58"
"Screen on (unlocked)","11/24/19","19:45:57","0:00:00"
"Notification posted (Système Android)","11/24/19","19:45:57","0:00:00"
"Screen on (locked)","11/24/19","19:45:56","0:00:01"
"Screen off (locked)","11/24/19","19:41:58","0:03:58"
"Screen on (locked)","11/24/19","19:41:48","0:00:10"
"Screen off (locked)","11/24/19","19:32:56","0:08:52"
"Screen on (locked)","11/24/19","19:32:55","0:00:01"
"Notification posted (Messenger)","11/24/19","19:22:54","0:00:00"
"Screen off (locked)","11/24/19","19:20:36","0:12:20"
"Horloge","11/24/19","19:20:24","0:00:11"
"Screen on (locked)","11/24/19","19:20:24","0:00:01"
"Notification posted (Horloge)","11/24/19","19:20:24","0:00:00"
"Screen off","11/24/19","19:19:15","0:01:09"
"Notification posted (Horloge)","11/24/19","19:19:15","0:00:00"
"Horloge","11/24/19","19:19:14","0:00:01"
"Google Authenticator","11/24/19","19:19:10","0:00:04"
"Screen on (unlocked)","11/24/19","19:19:09","0:00:00"
"Notification posted (Système Android)","11/24/19","19:19:09","0:00:00"
"Screen on (locked)","11/24/19","19:19:07","0:00:03"
"Screen off (locked)","11/24/19","19:17:49","0:01:17"
"Screen on (locked)","11/24/19","19:17:48","0:00:01"
"Screen off","11/24/19","19:15:49","0:01:59"
"Google Authenticator","11/24/19","19:15:43","0:00:06"
"Horloge","11/24/19","19:15:39","0:00:01"
"Screen on (unlocked)","11/24/19","19:15:39","0:00:00"
"Notification posted (Système Android)","11/24/19","19:15:39","0:00:00"
"Screen on (locked)","11/24/19","19:15:39","0:00:01"
"Screen off","11/24/19","19:14:37","0:01:02"
"Notification posted (Horloge)","11/24/19","19:14:37","0:00:00"
"Horloge","11/24/19","19:14:33","0:00:04"
"Screen on (unlocked)","11/24/19","19:14:33","0:00:00"
"Notification posted (Système Android)","11/24/19","19:14:33","0:00:00"
"Screen on (locked)","11/24/19","19:14:27","0:00:06"
"Screen off","11/24/19","19:10:25","0:04:02"
"Notification posted (Horloge)","11/24/19","19:10:24","0:00:00"
"Horloge","11/24/19","19:10:21","0:00:04"
"Slack","11/24/19","19:10:19","0:00:01"
"Slack","11/24/19","19:10:17","0:00:01"
"Screen on (unlocked)","11/24/19","19:10:17","0:00:00"
"Notification posted (Système Android)","11/24/19","19:10:17","0:00:00"
"Screen on (locked)","11/24/19","19:10:16","0:00:01"
"Screen off","11/24/19","19:04:40","0:05:36"
"Slack","11/24/19","19:04:06","0:00:34"
"Screen on (unlocked)","11/24/19","19:04:06","0:00:00"
"Notification posted (Système Android)","11/24/19","19:04:06","0:00:00"
"Screen on (locked)","11/24/19","19:04:05","0:00:01"
"Notification posted (Messenger)","11/24/19","19:03:50","0:00:00"
"Screen off (locked)","11/24/19","19:01:09","0:02:56"
"Screen on (locked)","11/24/19","19:01:06","0:00:03"
"Screen off","11/24/19","19:00:20","0:00:45"
"Slack","11/24/19","18:59:45","0:00:36"
"YouTube","11/24/19","18:59:40","0:00:01"
"Notification posted (Système Android)","11/24/19","18:59:39","0:00:00"
"Screen on (unlocked)","11/24/19","18:59:39","0:00:00"
"Screen on (locked)","11/24/19","18:59:38","0:00:01"
"Screen off","11/24/19","18:57:15","0:02:23"
"Notification posted (Messenger)","11/24/19","18:54:32","0:00:00"
"YouTube","11/24/19","18:53:14","0:04:00"
"Screen on (unlocked)","11/24/19","18:53:14","0:00:01"
"Screen off","11/24/19","18:53:13","0:00:01"
"YouTube","11/24/19","18:52:14","0:00:59"
"Screen on (unlocked)","11/24/19","18:52:13","0:00:01"
"Screen off","11/24/19","18:52:09","0:00:05"
"YouTube","11/24/19","18:51:56","0:00:12"
"Screen on (unlocked)","11/24/19","18:51:56","0:00:01"
"Screen off","11/24/19","18:51:49","0:00:06"
"Notification posted (Messenger)","11/24/19","18:51:25","0:00:00"
"YouTube","11/24/19","18:51:17","0:00:33"
"Notification posted (YouTube)","11/24/19","18:51:16","0:00:00"
"Notification posted (Messenger)","11/24/19","18:51:09","0:00:00"
"Notification posted (Messenger)","11/24/19","18:46:56","0:00:00"
"Notification posted (Messenger)","11/24/19","18:41:25","0:00:00"
"Notification posted (Messenger)","11/24/19","18:39:13","0:00:00"
"YouTube","11/24/19","18:38:53","0:12:23"
"Discord","11/24/19","18:38:51","0:00:01"
"YouTube","11/24/19","18:38:41","0:00:10"
"Discord","11/24/19","18:38:37","0:00:04"
"Screen on (unlocked)","11/24/19","18:38:37","0:00:00"
"Notification posted (Système Android)","11/24/19","18:38:37","0:00:00"
"Screen on (locked)","11/24/19","18:38:35","0:00:01"
"Notification posted (Messenger)","11/24/19","18:38:25","0:00:00"
"Screen off","11/24/19","18:37:49","0:00:46"
"Discord","11/24/19","18:37:46","0:00:04"
"Maps","11/24/19","18:37:37","0:00:09"
"Notification posted (Système Android)","11/24/19","18:37:37","0:00:00"
"Programme d'installation du kit","11/24/19","18:37:36","0:00:01"
"Notification posted (Système Android)","11/24/19","18:37:33","0:00:00"
"Maps","11/24/19","18:37:33","0:00:03"
"Programme d'installation du kit","11/24/19","18:37:33","0:00:01"
"Maps","11/24/19","18:37:27","0:00:06"
"Messenger","11/24/19","18:37:24","0:00:03"
"YouTube","11/24/19","18:37:22","0:00:02"
"Notification posted (Système Android)","11/24/19","18:37:22","0:00:00"
"Screen on (unlocked)","11/24/19","18:37:21","0:00:01"
"Notification posted (Système Android)","11/24/19","18:37:21","0:00:00"
"Screen on (locked)","11/24/19","18:37:20","0:00:01"
"Notification posted (Messenger)","11/24/19","18:35:48","0:00:00"
"Screen off","11/24/19","18:31:20","0:06:00"
"Notification posted (Système Android)","11/24/19","18:26:05","0:00:00"
"Notification posted (Système Android)","11/24/19","18:02:08","0:00:00"
"Notification posted (Messenger)","11/24/19","18:02:08","0:00:00"
"Notification posted (Messenger)","11/24/19","18:02:08","0:00:00"
"YouTube","11/24/19","18:00:55","0:30:25"
"Notification posted (Discord)","11/24/19","18:00:38","0:00:00"
"Maps","11/24/19","17:54:00","0:06:55"
"L'interface","11/24/19","17:53:59","0:00:01"
"Slack","11/24/19","17:53:57","0:00:02"
"YouTube","11/24/19","17:53:53","0:00:03"
"L'interface","11/24/19","17:53:52","0:00:01"
"Maps","11/24/19","17:53:51","0:00:01"
"Google","11/24/19","17:53:46","0:00:05"
"Maps","11/24/19","17:53:40","0:00:06"
"YouTube","11/24/19","17:53:33","0:00:07"
"Google","11/24/19","17:53:29","0:00:04"
