"App name","Date","Time","Duration"
"Boost","11/17/19","01:42:28","0:00:01"
"YouTube","11/17/19","01:41:22","0:01:04"
"Boost","11/17/19","01:41:18","0:00:04"
"YouTube","11/17/19","01:41:14","0:00:02"
"I Can't Wake Up! Alarm Clock","11/17/19","01:41:05","0:00:09"
"YouTube","11/17/19","01:41:03","0:00:02"
"I Can't Wake Up! Alarm Clock","11/17/19","01:41:03","0:00:01"
"YouTube","11/17/19","01:38:50","0:02:11"
"Messenger","11/17/19","01:38:50","0:00:00"
"YouTube","11/17/19","01:32:03","0:06:47"
"Boost","11/17/19","01:28:23","0:03:39"
"YouTube","11/17/19","01:28:22","0:00:01"
"Boost","11/17/19","01:27:49","0:00:33"
"Chrome","11/17/19","01:27:45","0:00:02"
"YouTube","11/17/19","01:15:05","0:12:39"
"Chrome","11/17/19","01:14:50","0:00:15"
"YouTube","11/17/19","01:11:50","0:03:00"
"Messenger","11/17/19","01:11:41","0:00:00"
"YouTube","11/17/19","01:11:20","0:00:01"
"Facebook","11/17/19","01:10:58","0:00:22"
"YouTube","11/17/19","01:10:58","0:00:01"
"Facebook","11/17/19","01:10:56","0:00:01"
"Chrome","11/17/19","01:10:33","0:00:21"
"YouTube","11/17/19","01:10:32","0:00:01"
"Chrome","11/17/19","01:10:29","0:00:03"
"YouTube","11/17/19","01:10:27","0:00:02"
"Chrome","11/17/19","01:09:51","0:00:35"
"Boost","11/17/19","01:09:35","0:00:16"
"Gmail","11/17/19","01:09:30","0:00:03"
"YouTube","11/17/19","01:09:25","0:00:03"
"Discord","11/17/19","01:09:15","0:00:10"
"YouTube","11/17/19","01:08:56","0:00:18"
"Vélo'v officiel","11/17/19","01:08:10","0:00:44"
"Vélo'v officiel","11/17/19","01:08:06","0:00:00"
"YouTube","11/17/19","01:07:56","0:00:10"
"Vélo'v officiel","11/17/19","01:07:46","0:00:08"
"Screen on (unlocked)","11/17/19","01:07:45","0:00:01"
"Screen off (locked)","11/17/19","00:55:10","0:12:35"
"Vélo'v officiel","11/17/19","00:55:01","0:00:09"
"Messenger","11/17/19","00:55:01","0:00:00"
"Vélo'v officiel","11/17/19","00:54:58","0:00:03"
"Screen on (unlocked)","11/17/19","00:54:57","0:00:01"
"Screen off (locked)","11/17/19","00:40:22","0:14:35"
"Vélo'v officiel","11/17/19","00:39:41","0:00:41"
"Messenger","11/17/19","00:38:47","0:00:52"
"Chrome","11/17/19","00:38:41","0:00:01"
"Screen on (unlocked)","11/17/19","00:38:40","0:00:01"
"Screen off (locked)","11/17/19","00:21:42","0:16:58"
"Chrome","11/17/19","00:21:42","0:00:01"
"Screen on (unlocked)","11/17/19","00:21:41","0:00:01"
"Screen off (locked)","11/17/19","00:21:40","0:00:01"
"Chrome","11/17/19","00:21:38","0:00:01"
"Instagram","11/17/19","00:21:37","0:00:00"
"Screen on (unlocked)","11/17/19","00:21:37","0:00:01"
"Screen off (locked)","11/17/19","00:15:02","0:06:34"
"Instagram","11/17/19","00:14:50","0:00:13"
"Screen on (unlocked)","11/17/19","00:14:48","0:00:01"
"Screen off (locked)","11/17/19","00:07:25","0:07:23"
"YouTube","11/17/19","00:07:23","0:00:00"
"YouTube","11/17/19","00:07:20","0:00:02"
"Screen on (unlocked)","11/17/19","00:07:20","0:00:01"
"Screen off (locked)","11/17/19","00:05:01","0:02:18"
"YouTube","11/17/19","00:05:00","0:00:01"
"Screen on (unlocked)","11/17/19","00:05:00","0:00:01"
"Screen off (locked)","11/17/19","00:04:39","0:00:20"
"YouTube","11/17/19","00:04:21","0:00:18"
"Messenger","11/17/19","00:04:19","0:00:02"
"Screen on (unlocked)","11/17/19","00:04:18","0:00:01"
"Screen off (locked)","11/17/19","00:03:20","0:00:58"
"Messenger","11/17/19","00:03:15","0:00:05"
"Discord","11/17/19","00:03:05","0:00:08"
"Messenger","11/17/19","00:03:02","0:00:03"
"Screen on (unlocked)","11/17/19","00:03:01","0:00:01"
"Screen off (locked)","11/17/19","00:03:00","0:00:02"
"Messenger","11/17/19","00:02:37","0:00:23"
"Boost","11/17/19","00:02:35","0:00:01"
"Screen on (unlocked)","11/17/19","00:02:34","0:00:01"
"Screen off (locked)","11/17/19","00:02:05","0:00:29"
"Boost","11/17/19","00:01:59","0:00:07"
"Gmail","11/17/19","00:01:51","0:00:06"
"Chrome","11/17/19","00:01:46","0:00:03"
"Screen on (unlocked)","11/17/19","00:01:46","0:00:01"
"Screen off (locked)","11/16/19","23:52:09","0:09:37"
"Chrome","11/16/19","23:50:26","0:01:43"
"Screen on (unlocked)","11/16/19","23:50:26","0:00:01"
"Screen off (locked)","11/16/19","23:50:10","0:00:16"
"Chrome","11/16/19","23:49:57","0:00:12"
"Screen on (unlocked)","11/16/19","23:49:57","0:00:01"
"Screen off (locked)","11/16/19","23:49:50","0:00:07"
"Chrome","11/16/19","23:49:48","0:00:02"
"Screen on (unlocked)","11/16/19","23:49:47","0:00:01"
"Screen off (locked)","11/16/19","23:49:33","0:00:15"
"Chrome","11/16/19","23:49:28","0:00:05"
"Screen on (unlocked)","11/16/19","23:49:27","0:00:01"
"Screen off (locked)","11/16/19","23:48:21","0:01:06"
"Chrome","11/16/19","23:48:20","0:00:02"
"Screen on (unlocked)","11/16/19","23:48:19","0:00:01"
"Screen off (locked)","11/16/19","23:48:07","0:00:12"
"Chrome","11/16/19","23:47:49","0:00:18"
"Screen on (unlocked)","11/16/19","23:47:48","0:00:01"
"Screen off (locked)","11/16/19","23:47:48","0:00:01"
"Chrome","11/16/19","23:47:26","0:00:21"
"Screen on (unlocked)","11/16/19","23:47:26","0:00:01"
"Screen off (locked)","11/16/19","23:47:20","0:00:06"
"Chrome","11/16/19","23:45:50","0:01:30"
"Téléphone","11/16/19","23:45:48","0:00:01"
"Screen on (unlocked)","11/16/19","23:45:48","0:00:01"
"Screen off (locked)","11/16/19","23:45:18","0:00:30"
"Téléphone","11/16/19","23:45:12","0:00:06"
"Chrome","11/16/19","23:45:11","0:00:00"
"Screen on (unlocked)","11/16/19","23:45:10","0:00:01"
"Screen off (locked)","11/16/19","23:44:27","0:00:43"
"Chrome","11/16/19","23:42:59","0:01:28"
"CF.lumen","11/16/19","23:42:56","0:00:03"
"Chrome","11/16/19","23:42:20","0:00:36"
"YouTube","11/16/19","23:42:16","0:00:04"
"Screen on (unlocked)","11/16/19","23:42:15","0:00:01"
"Screen off (locked)","11/16/19","23:41:45","0:00:30"
"YouTube","11/16/19","23:41:11","0:00:34"
"Screen on (unlocked)","11/16/19","23:41:10","0:00:01"
"Screen off (locked)","11/16/19","23:39:55","0:01:15"
"YouTube","11/16/19","23:39:53","0:00:01"
"Screen on (unlocked)","11/16/19","23:39:53","0:00:01"
"Screen off (locked)","11/16/19","23:39:12","0:00:41"
"YouTube","11/16/19","23:38:48","0:00:24"
"Discord","11/16/19","23:38:45","0:00:03"
"Screen on (unlocked)","11/16/19","23:38:44","0:00:01"
"Screen off (locked)","11/16/19","23:38:00","0:00:45"
"Discord","11/16/19","23:37:58","0:00:02"
"Screen on (unlocked)","11/16/19","23:37:57","0:00:01"
"Screen off (locked)","11/16/19","23:37:18","0:00:39"
"Discord","11/16/19","23:37:17","0:00:01"
"Screen on (unlocked)","11/16/19","23:37:16","0:00:01"
"Screen off (locked)","11/16/19","23:36:47","0:00:29"
"Discord","11/16/19","23:36:45","0:00:01"
"Screen on (unlocked)","11/16/19","23:36:45","0:00:01"
"Screen off (locked)","11/16/19","23:31:09","0:05:36"
"Discord","11/16/19","23:30:15","0:00:54"
"Boost","11/16/19","23:30:12","0:00:02"
"Screen on (unlocked)","11/16/19","23:30:11","0:00:01"
"Screen off (locked)","11/16/19","23:26:00","0:04:11"
"Boost","11/16/19","23:25:27","0:00:33"
"Screen on (unlocked)","11/16/19","23:25:27","0:00:01"
"Screen off (locked)","11/16/19","23:23:18","0:02:09"
"Boost","11/16/19","23:22:04","0:01:14"
"Discord","11/16/19","23:21:52","0:00:11"
"Gboard","11/16/19","23:21:42","0:00:10"
"Screen on (unlocked)","11/16/19","23:21:42","0:00:01"
"Screen off (locked)","11/16/19","23:19:42","0:02:00"
"Gboard","11/16/19","23:19:40","0:00:02"
"Screen on (unlocked)","11/16/19","23:19:40","0:00:01"
"Screen off (locked)","11/16/19","23:19:38","0:00:02"
"Gboard","11/16/19","23:19:37","0:00:01"
"Screen on (unlocked)","11/16/19","23:19:37","0:00:01"
"Screen off (locked)","11/16/19","23:19:36","0:00:00"
"Gboard","11/16/19","23:19:20","0:00:16"
"Discord","11/16/19","23:19:14","0:00:06"
"Screen on (unlocked)","11/16/19","23:19:13","0:00:01"
"Screen off (locked)","11/16/19","23:19:02","0:00:12"
"Discord","11/16/19","23:18:57","0:00:05"
"Screen on (unlocked)","11/16/19","23:18:57","0:00:01"
"Screen off (locked)","11/16/19","23:15:51","0:03:05"
"Discord","11/16/19","23:15:27","0:00:24"
"Gboard","11/16/19","23:15:26","0:00:02"
"Discord","11/16/19","23:15:04","0:00:21"
"Gboard","11/16/19","23:14:16","0:00:48"
"Discord","11/16/19","23:14:09","0:00:07"
"Chrome","11/16/19","23:13:35","0:00:33"
"Discord","11/16/19","23:12:58","0:00:35"
"Gmail","11/16/19","23:12:51","0:00:05"
"Discord","11/16/19","23:12:31","0:00:19"
"Discord","11/16/19","23:12:29","0:00:01"
"Screen on (unlocked)","11/16/19","23:12:29","0:00:01"
"Screen off (locked)","11/16/19","23:08:16","0:04:13"
"Discord","11/16/19","23:08:15","0:00:01"
"Screen on (unlocked)","11/16/19","23:08:15","0:00:01"
"Screen off (locked)","11/16/19","23:08:03","0:00:11"
"Discord","11/16/19","23:07:36","0:00:28"
"Instagram","11/16/19","23:07:34","0:00:01"
"Screen on (unlocked)","11/16/19","23:07:34","0:00:01"
"Screen off (locked)","11/16/19","23:05:15","0:02:19"
"Instagram","11/16/19","23:05:06","0:00:09"
"Programme d'installation du kit","11/16/19","23:05:05","0:00:01"
"Instagram","11/16/19","23:02:50","0:02:15"
"Discord","11/16/19","23:02:48","0:00:01"
"Screen on (unlocked)","11/16/19","23:02:48","0:00:01"
"Screen off (locked)","11/16/19","22:46:30","0:16:17"
"Discord","11/16/19","22:46:27","0:00:03"
"Discord","11/16/19","22:45:52","0:00:32"
"Screen on (unlocked)","11/16/19","22:45:51","0:00:01"
"Screen off (locked)","11/16/19","22:37:31","0:08:20"
"Discord","11/16/19","22:37:18","0:00:14"
"Screen on (unlocked)","11/16/19","22:37:15","0:00:01"
"Screen off (locked)","11/16/19","22:14:13","0:23:02"
"Google Actualités","11/16/19","22:14:02","0:00:08"
"Screen on (unlocked)","11/16/19","22:13:58","0:00:01"
"Screen off (locked)","11/16/19","22:09:56","0:04:02"
"Messenger","11/16/19","22:09:53","0:00:00"
"Notes","11/16/19","22:09:37","0:00:12"
"Maps","11/16/19","22:09:34","0:00:01"
"Screen on (unlocked)","11/16/19","22:09:34","0:00:01"
"Screen off (locked)","11/16/19","21:59:56","0:09:37"
"Maps","11/16/19","21:59:42","0:00:15"
"Chrome","11/16/19","21:59:14","0:00:26"
"Chrome","11/16/19","21:58:56","0:00:16"
"Vélo'v officiel","11/16/19","21:58:55","0:00:01"
"Screen on (unlocked)","11/16/19","21:58:54","0:00:01"
"Screen off (locked)","11/16/19","21:58:04","0:00:50"
"Vélo'v officiel","11/16/19","21:58:01","0:00:03"
"Maps","11/16/19","21:57:55","0:00:06"
"Vélo'v officiel","11/16/19","21:57:27","0:00:27"
"Screen on (unlocked)","11/16/19","21:57:26","0:00:01"
"Screen off (locked)","11/16/19","21:56:33","0:00:54"
"Vélo'v officiel","11/16/19","21:56:18","0:00:14"
"Screen on (unlocked)","11/16/19","21:56:18","0:00:01"
"Screen off (locked)","11/16/19","21:56:12","0:00:06"
"Vélo'v officiel","11/16/19","21:55:21","0:00:51"
"Vélo'v officiel","11/16/19","21:55:20","0:00:01"
"Screen on (unlocked)","11/16/19","21:55:19","0:00:01"
"Screen off (locked)","11/16/19","21:41:41","0:13:38"
"Vélo'v officiel","11/16/19","21:41:40","0:00:01"
"Screen on (unlocked)","11/16/19","21:41:39","0:00:01"
"Screen off (locked)","11/16/19","21:41:20","0:00:20"
"Vélo'v officiel","11/16/19","21:41:16","0:00:03"
"Screen on (unlocked)","11/16/19","21:41:16","0:00:01"
"Screen off (locked)","11/16/19","21:40:53","0:00:22"
"Vélo'v officiel","11/16/19","21:40:53","0:00:00"
"Screen on (unlocked)","11/16/19","21:40:53","0:00:01"
"Screen off (locked)","11/16/19","21:40:50","0:00:03"
"Vélo'v officiel","11/16/19","21:40:24","0:00:27"
"Screen on (unlocked)","11/16/19","21:40:20","0:00:01"
"Screen off (locked)","11/16/19","21:39:52","0:00:28"
"Screen on (unlocked)","11/16/19","21:39:45","0:00:01"
"Screen off (locked)","11/16/19","21:39:44","0:00:02"
"Maps","11/16/19","21:39:33","0:00:07"
"Screen on (unlocked)","11/16/19","21:39:32","0:00:01"
"Screen off (locked)","11/16/19","21:39:19","0:00:12"
"Maps","11/16/19","21:38:59","0:00:20"
"Vélo'v officiel","11/16/19","21:38:58","0:00:01"
"Screen on (unlocked)","11/16/19","21:38:57","0:00:01"
"Screen off (locked)","11/16/19","21:38:37","0:00:20"
"Vélo'v officiel","11/16/19","21:38:35","0:00:02"
"Screen on (unlocked)","11/16/19","21:38:35","0:00:01"
"Screen off (locked)","11/16/19","21:38:30","0:00:04"
"Vélo'v officiel","11/16/19","21:38:21","0:00:09"
"Screen on (unlocked)","11/16/19","21:38:21","0:00:01"
"Screen off (locked)","11/16/19","21:38:01","0:00:19"
"Vélo'v officiel","11/16/19","21:37:55","0:00:06"
"Screen on (unlocked)","11/16/19","21:37:55","0:00:01"
"Screen off (locked)","11/16/19","21:36:58","0:00:57"
"Vélo'v officiel","11/16/19","21:36:57","0:00:01"
"Screen on (unlocked)","11/16/19","21:36:56","0:00:01"
"Screen off (locked)","11/16/19","21:36:02","0:00:53"
"Vélo'v officiel","11/16/19","21:35:49","0:00:13"
"Screen on (unlocked)","11/16/19","21:35:02","0:00:01"
"Screen off (locked)","11/16/19","21:35:01","0:00:01"
"Screen on (unlocked)","11/16/19","21:34:53","0:00:01"
"Screen off (locked)","11/16/19","21:33:48","0:01:05"
"Screen on (unlocked)","11/16/19","21:33:44","0:00:01"
"Screen off (locked)","11/16/19","21:32:36","0:01:08"
"Screen on (unlocked)","11/16/19","21:32:27","0:00:01"
"Screen off (locked)","11/16/19","21:30:24","0:02:02"
"Screen on (unlocked)","11/16/19","21:27:32","0:00:01"
"Screen off (locked)","11/16/19","21:27:15","0:00:18"
"Screen on (unlocked)","11/16/19","21:27:12","0:00:01"
"Screen off (locked)","11/16/19","21:27:09","0:00:03"
"Screen on (unlocked)","11/16/19","21:27:07","0:00:01"
"Screen off (locked)","11/16/19","21:26:50","0:00:17"
"Maps","11/16/19","21:26:43","0:00:01"
"YouTube","11/16/19","21:26:42","0:00:01"
"Maps","11/16/19","21:26:36","0:00:06"
"YouTube","11/16/19","21:26:35","0:00:02"
"Maps","11/16/19","21:26:30","0:00:04"
"YouTube","11/16/19","21:26:28","0:00:03"
"Screen on (unlocked)","11/16/19","21:26:27","0:00:01"
"Screen off (locked)","11/16/19","21:24:46","0:01:41"
"YouTube","11/16/19","21:24:44","0:00:02"
"Maps","11/16/19","21:24:43","0:00:01"
"Screen on (unlocked)","11/16/19","21:24:42","0:00:01"
"Screen off (locked)","11/16/19","21:21:35","0:03:07"
"Maps","11/16/19","21:21:33","0:00:02"
"YouTube","11/16/19","21:21:23","0:00:10"
"Maps","11/16/19","21:21:09","0:00:14"
"YouTube","11/16/19","21:20:06","0:01:03"
"Maps","11/16/19","21:19:49","0:00:17"
"Maps","11/16/19","21:19:38","0:00:10"
"YouTube","11/16/19","20:58:17","0:21:17"
"Screen on (unlocked)","11/16/19","20:58:17","0:00:01"
"Screen off (locked)","11/16/19","20:53:30","0:04:47"
"YouTube","11/16/19","20:52:48","0:00:42"
"Screen on (unlocked)","11/16/19","20:52:47","0:00:01"
"Screen off (locked)","11/16/19","20:50:59","0:01:49"
"YouTube","11/16/19","20:42:09","0:08:50"
"Screen on (unlocked)","11/16/19","20:42:08","0:00:01"
"Screen off (locked)","11/16/19","20:25:28","0:16:41"
"YouTube","11/16/19","20:25:26","0:00:02"
"Screen on (unlocked)","11/16/19","20:25:25","0:00:01"
"Screen off (locked)","11/16/19","20:25:24","0:00:01"
"YouTube","11/16/19","20:25:23","0:00:01"
"Screen on (unlocked)","11/16/19","20:25:22","0:00:01"
"Screen off (locked)","11/16/19","20:17:40","0:07:43"
"YouTube","11/16/19","20:17:38","0:00:02"
"Screen on (unlocked)","11/16/19","20:17:37","0:00:01"
"Screen off (locked)","11/16/19","19:28:13","0:49:24"
"YouTube","11/16/19","19:19:39","0:08:34"
"Photos","11/16/19","19:19:36","0:00:02"
"Screen on (unlocked)","11/16/19","19:19:36","0:00:01"
"Screen off (locked)","11/16/19","18:49:25","0:30:11"
"Photos","11/16/19","18:49:14","0:00:11"
"Chrome","11/16/19","18:49:12","0:00:00"
"Screen on (unlocked)","11/16/19","18:49:12","0:00:01"
"Screen off (locked)","11/16/19","18:30:56","0:18:16"
"Chrome","11/16/19","18:28:54","0:02:02"
"Screen on (unlocked)","11/16/19","18:28:53","0:00:01"
"Screen off (locked)","11/16/19","18:28:27","0:00:26"
"Chrome","11/16/19","18:28:01","0:00:26"
"Boost","11/16/19","18:27:44","0:00:01"
"Screen on (unlocked)","11/16/19","18:27:44","0:00:01"
"Screen off (locked)","11/16/19","18:21:19","0:06:25"
"Boost","11/16/19","18:21:16","0:00:03"
"Screen on (unlocked)","11/16/19","18:21:16","0:00:01"
"Screen off (locked)","11/16/19","17:39:09","0:42:06"
"Boost","11/16/19","17:39:07","0:00:03"
"Screen on (unlocked)","11/16/19","17:39:06","0:00:01"
"Screen off (locked)","11/16/19","17:39:05","0:00:01"
"Boost","11/16/19","17:34:02","0:05:03"
"Slack","11/16/19","17:33:48","0:00:01"
"Screen on (unlocked)","11/16/19","17:33:48","0:00:01"
"Screen off (locked)","11/16/19","17:30:06","0:03:42"
"Slack","11/16/19","17:30:01","0:00:04"
"Screen on (unlocked)","11/16/19","17:30:01","0:00:01"
"Screen off (locked)","11/16/19","17:22:35","0:07:25"
"Slack","11/16/19","17:21:58","0:00:37"
"Boost","11/16/19","17:21:56","0:00:02"
"Screen on (unlocked)","11/16/19","17:21:56","0:00:01"
"Screen off (locked)","11/16/19","15:13:45","2:08:11"
"Boost","11/16/19","15:13:39","0:00:06"
"Screen on (unlocked)","11/16/19","15:13:39","0:00:01"
"Screen off (locked)","11/16/19","15:13:35","0:00:04"
"Boost","11/16/19","15:11:24","0:02:11"
"Screen on (unlocked)","11/16/19","15:11:24","0:00:01"
"Screen off (locked)","11/16/19","15:11:08","0:00:16"
"Boost","11/16/19","15:11:04","0:00:04"
"Screen on (unlocked)","11/16/19","15:11:03","0:00:01"
"Screen off (locked)","11/16/19","15:02:54","0:08:10"
"Boost","11/16/19","15:02:53","0:00:01"
"Screen on (unlocked)","11/16/19","15:02:52","0:00:01"
"Screen off (locked)","11/16/19","14:19:42","0:43:10"
"Boost","11/16/19","14:17:39","0:02:03"
"Screen on (unlocked)","11/16/19","14:17:39","0:00:01"
"Screen off (locked)","11/16/19","14:13:39","0:03:59"
"Boost","11/16/19","14:10:52","0:02:47"
"Screen on (unlocked)","11/16/19","14:10:51","0:00:01"
"Screen off (locked)","11/16/19","13:58:57","0:11:54"
"Boost","11/16/19","13:58:06","0:00:51"
"Gmail","11/16/19","13:58:01","0:00:03"
"Téléphone","11/16/19","13:57:59","0:00:01"
"Screen on (unlocked)","11/16/19","13:57:59","0:00:01"
"Screen off (locked)","11/16/19","13:55:52","0:02:07"
"Téléphone","11/16/19","13:55:14","0:00:38"
"Screen on (unlocked)","11/16/19","13:55:13","0:00:01"
"Screen off (locked)","11/16/19","13:51:07","0:04:06"
"Téléphone","11/16/19","13:50:43","0:00:24"
"Screen on (unlocked)","11/16/19","13:50:42","0:00:01"
"Screen off (locked)","11/16/19","13:43:56","0:06:46"
"Téléphone","11/16/19","13:43:55","0:00:01"
"Screen on (unlocked)","11/16/19","13:43:54","0:00:01"
"Screen off (locked)","11/16/19","13:42:19","0:01:36"
"Téléphone","11/16/19","13:42:18","0:00:01"
"Screen on (unlocked)","11/16/19","13:42:17","0:00:01"
"Screen off (locked)","11/16/19","13:40:42","0:01:35"
"Téléphone","11/16/19","13:39:57","0:00:45"
"Screen on (unlocked)","11/16/19","13:39:56","0:00:01"
"Screen off (locked)","11/16/19","13:39:56","0:00:01"
"Téléphone","11/16/19","13:39:54","0:00:02"
"Screen on (unlocked)","11/16/19","13:39:53","0:00:01"
"Screen off (locked)","11/16/19","13:39:00","0:00:54"
"Téléphone","11/16/19","13:38:58","0:00:02"
"Screen on (unlocked)","11/16/19","13:38:57","0:00:01"
"Screen off (locked)","11/16/19","13:38:13","0:00:45"
"Téléphone","11/16/19","13:38:13","0:00:00"
"Screen on (unlocked)","11/16/19","13:38:12","0:00:01"
"Screen off (locked)","11/16/19","13:35:54","0:02:18"
"Téléphone","11/16/19","13:35:53","0:00:01"
"Screen on (unlocked)","11/16/19","13:35:52","0:00:01"
"Screen off (locked)","11/16/19","13:33:12","0:02:40"
"Téléphone","11/16/19","13:33:10","0:00:02"
"Bankin'","11/16/19","13:33:03","0:00:06"
"YouTube","11/16/19","13:33:02","0:00:02"
"Screen on (unlocked)","11/16/19","13:33:01","0:00:01"
"Screen off (locked)","11/16/19","13:16:51","0:16:10"
"YouTube","11/16/19","13:15:55","0:00:56"
"Screen on (unlocked)","11/16/19","13:15:54","0:00:01"
"Screen off (locked)","11/16/19","13:07:30","0:08:24"
"YouTube","11/16/19","13:04:05","0:03:25"
"Screen on (unlocked)","11/16/19","13:04:05","0:00:01"
"Screen off (locked)","11/16/19","13:02:28","0:01:37"
"YouTube","11/16/19","12:46:27","0:16:00"
"Messenger","11/16/19","12:46:27","0:00:00"
"YouTube","11/16/19","12:27:52","0:18:36"
"Instagram","11/16/19","12:27:15","0:00:34"
"Screen on (unlocked)","11/16/19","12:27:15","0:00:01"
"Screen off (locked)","11/16/19","12:27:14","0:00:01"
"Instagram","11/16/19","12:26:49","0:00:24"
"Téléphone","11/16/19","12:26:40","0:00:10"
"YouTube","11/16/19","12:26:38","0:00:01"
"Screen on (unlocked)","11/16/19","12:26:37","0:00:01"
"Screen off (locked)","11/16/19","12:15:47","0:10:50"
"YouTube","11/16/19","12:15:42","0:00:05"
"Google Opinion Rewards","11/16/19","12:15:41","0:00:01"
"Screen on (unlocked)","11/16/19","12:15:40","0:00:01"
"Screen off (locked)","11/16/19","12:14:28","0:01:12"
"Google Opinion Rewards","11/16/19","12:14:15","0:00:13"
"YouTube","11/16/19","12:14:13","0:00:02"
"Google Opinion Rewards","11/16/19","12:13:24","0:00:49"
"YouTube","11/16/19","12:13:23","0:00:01"
"Screen on (unlocked)","11/16/19","12:13:22","0:00:01"
"Screen off (locked)","11/16/19","12:10:43","0:02:39"
"YouTube","11/16/19","12:06:24","0:04:19"
"Google Opinion Rewards","11/16/19","12:06:14","0:00:10"
"YouTube","11/16/19","12:06:12","0:00:02"
"Google Opinion Rewards","11/16/19","12:06:09","0:00:02"
"Discord","11/16/19","12:06:06","0:00:03"
"YouTube","11/16/19","11:39:08","0:26:58"
"BlackPlayer","11/16/19","11:39:05","0:00:02"
"Discord","11/16/19","11:38:41","0:00:23"
"BlackPlayer","11/16/19","11:38:40","0:00:00"
"Boost","11/16/19","11:38:38","0:00:01"
"YouTube","11/16/19","11:38:38","0:00:01"
"Boost","11/16/19","11:38:23","0:00:15"
"YouTube","11/16/19","11:38:22","0:00:02"
"Boost","11/16/19","11:32:18","0:06:04"
"YouTube","11/16/19","11:32:09","0:00:09"
"Boost","11/16/19","11:22:05","0:10:04"
"YouTube","11/16/19","11:21:46","0:00:19"
"Boost","11/16/19","11:12:58","0:08:48"
"YouTube","11/16/19","11:07:38","0:05:18"
"Screen on (unlocked)","11/16/19","11:07:32","0:00:01"
"Screen off (locked)","11/16/19","11:06:54","0:00:39"
"YouTube","11/16/19","11:04:44","0:00:00"
"Screen on (unlocked)","11/16/19","11:04:44","0:00:01"
"Screen off (locked)","11/16/19","10:51:41","0:13:03"
"YouTube","11/16/19","10:48:09","0:03:31"
"Screen on (unlocked)","11/16/19","10:48:09","0:00:01"
"Screen off (locked)","11/16/19","10:46:39","0:01:29"
"YouTube","11/16/19","10:46:26","0:00:14"
"Boost","11/16/19","10:45:06","0:01:19"
"YouTube","11/16/19","10:45:04","0:00:03"
"Screen on (unlocked)","11/16/19","10:45:03","0:00:01"
"Screen off (locked)","11/16/19","10:45:02","0:00:01"
"YouTube","11/16/19","10:45:02","0:00:00"
"Screen on (unlocked)","11/16/19","10:45:02","0:00:01"
"Screen off (locked)","11/16/19","10:41:27","0:03:35"
"Boost","11/16/19","10:38:14","0:03:13"
"YouTube","11/16/19","10:38:06","0:00:07"
"Boost","11/16/19","10:34:22","0:03:45"
"YouTube","11/16/19","10:34:19","0:00:02"
"Boost","11/16/19","10:32:47","0:01:32"
"Gmail","11/16/19","10:32:28","0:00:18"
"YouTube","11/16/19","10:29:40","0:02:45"
"YouTube","11/16/19","10:24:59","0:04:40"
"Messenger","11/16/19","10:24:59","0:00:00"
"YouTube","11/16/19","10:24:54","0:00:05"
"Screen on (unlocked)","11/16/19","10:24:53","0:00:01"
"Screen off (locked)","11/16/19","09:30:23","0:54:30"
"YouTube","11/16/19","09:30:23","0:00:00"
"Horloge","11/16/19","09:30:02","0:00:21"
"Screen on (unlocked)","11/16/19","09:30:01","0:00:01"
"Screen off (locked)","11/16/19","08:31:31","0:58:30"
"YouTube","11/16/19","08:16:49","0:14:42"
"Instagram","11/16/19","08:16:08","0:00:40"
"Gmail","11/16/19","08:15:36","0:00:25"
"Discord","11/16/19","08:15:05","0:00:30"
"YouTube","11/16/19","08:14:59","0:00:06"
"Screen on (unlocked)","11/16/19","08:14:59","0:00:01"
"Screen off (locked)","11/16/19","01:41:33","6:33:26"
"YouTube","11/16/19","01:07:46","0:33:47"
"Horloge","11/16/19","01:07:34","0:00:12"
"I Can't Wake Up! Alarm Clock","11/16/19","01:07:21","0:00:12"
"YouTube","11/16/19","01:07:14","0:00:06"
"I Can't Wake Up! Alarm Clock","11/16/19","01:07:10","0:00:05"
"YouTube","11/16/19","01:06:48","0:00:19"
"Discord","11/16/19","01:06:43","0:00:06"
"YouTube","11/16/19","01:06:00","0:00:43"
"YouTube","11/16/19","01:05:54","0:00:01"
"Boost","11/16/19","01:05:41","0:00:13"
"YouTube","11/16/19","01:05:40","0:00:01"
"Boost","11/16/19","01:05:03","0:00:37"
"Chrome","11/16/19","01:04:52","0:00:09"
"Boost","11/16/19","00:58:40","0:06:12"
"Izly","11/16/19","00:58:36","0:00:03"
"Boost","11/16/19","00:55:16","0:03:18"
"YouTube","11/16/19","00:55:15","0:00:01"
"Boost","11/16/19","00:54:42","0:00:34"
"YouTube","11/16/19","00:54:40","0:00:02"
"Boost","11/16/19","00:53:25","0:01:15"
"YouTube","11/16/19","00:53:24","0:00:01"
"Boost","11/16/19","00:47:18","0:06:06"
"WhatsApp","11/16/19","00:47:16","0:00:02"
"Boost","11/16/19","00:47:10","0:00:07"
"WhatsApp","11/16/19","00:46:59","0:00:11"
"Boost","11/16/19","00:45:10","0:01:49"
"Discord","11/16/19","00:44:59","0:00:11"
"Boost","11/16/19","00:41:25","0:03:33"
"Discord","11/16/19","00:41:03","0:00:21"
"YouTube","11/16/19","00:40:50","0:00:13"
"Boost","11/16/19","00:40:36","0:00:14"
"YouTube","11/16/19","00:40:31","0:00:05"
